#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_000967345.1.fna	NC_020531.1	3999	4886	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_000967345.1.fna	NC_020564.1	38653	40659	-	mecA_6	1-2007/2007	===============	0/0	100	99.95	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_000967345.1.fna	NC_020564.1	849319	850101	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_000967345.1.fna	NC_020564.1	850227	850958	-	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000967345.1.fna	NC_020564.1	1664245	1664976	+	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000967345.1.fna	NC_020564.1	1665102	1665884	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_000967345.1.fna	NC_020564.1	2150125	2150856	+	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000967345.1.fna	NC_020564.1	2150982	2151764	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_000967345.1.fna	NC_020564.1	2617240	2617971	+	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000967345.1.fna	NC_020564.1	2618097	2618879	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009912295.1.fna	NZ_CP047780.1	474771	475668	+	blaZ_29	3-900/900	===============	0/0	99.78	98.89	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_037890655.1.fna	NZ_CP149461.1	458986	459885	-	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_037890655.1.fna	NZ_CP149461.1	459984	461450	-	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_037890655.1.fna	NZ_CP149461.1	472878	473672	+	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_037890655.1.fna	NZ_CP149462.1	13308	14207	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_047802185.1.fna	NZ_CP181145.1	39705	41711	-	mecA_2	1-2007/2007	===============	0/0	100	100	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_047802185.1.fna	NZ_CP181146.1	84	818	+	erm(C)_2	1-735/735	===============	0/0	100	100	resfinder	M19652	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_047802185.1.fna	NZ_CP181147.1	15480	16379	+	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022870625.1.fna	NZ_CP064772.1	1530695	1531477	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_022870625.1.fna	NZ_CP064772.1	1531603	1532334	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_022870625.1.fna	NZ_CP064772.1	1541261	1543267	+	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_022870625.1.fna	NZ_CP064772.1	1545713	1546483	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_022870625.1.fna	NZ_CP064772.1	2649481	2650263	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_022870625.1.fna	NZ_CP064772.1	2650389	2651120	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022405375.1.fna	NZ_CP062369.1	9096	9995	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_021491835.1.fna	NZ_CP090877.1	1756700	1757197	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_029634765.1.fna	NZ_CP094925.1	1043145	1044032	+	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_026547035.1.fna	NZ_CP096528.1	47049	49055	-	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_026547035.1.fna	NZ_CP096528.1	61039	62418	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_026547035.1.fna	NZ_CP096528.1	992377	994296	-	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_026547035.1.fna	NZ_CP096528.1	1742934	1743425	-	dfrK_2	1-492/492	===============	0/0	100	100	resfinder	FN677369	dfrK	Trimethoprim
fasta_files/GCF_026547035.1.fna	NZ_CP096528.1	2032693	2033580	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_026547035.1.fna	NZ_CP096529.1	6948	8375	+	fexA_1	1-1428/1428	===============	0/0	100	99.72	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol
fasta_files/GCF_026547035.1.fna	NZ_CP096529.1	11192	12241	-	cfr_1	1-1050/1050	===============	0/0	100	100	resfinder	AM408573	cfr	Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	48630	49412	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	49538	50269	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	67275	68654	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	75144	77150	-	mecA_2	1-2007/2007	===============	0/0	100	99.9	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	488929	490848	-	tet(M)_7	1-1920/1920	===============	0/0	100	100	resfinder	FN433596	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	500591	501088	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	1778395	1779126	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	1779252	1780034	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	2252007	2253446	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	2256689	2257483	-	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_001641025.1.fna	NZ_CP013957.1	2922331	2923218	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_019329365.1.fna	NZ_CP073827.1	90843	92849	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_019329365.1.fna	NZ_CP073827.1	232052	232480	+	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_019329365.1.fna	NZ_CP073827.1	1809255	1810142	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_019329365.1.fna	NZ_CP073827.1	1828961	1829602	-	fusB_1	1-642/642	===============	0/0	100	100	resfinder	AY373761	fusB	Fusidic_acid
fasta_files/GCF_019329365.1.fna	NZ_CP073827.1	1905230	1906669	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_013358365.1.fna	NZ_CP054831.1	2102592	2103347	-	erm(44)v_1	1-756/756	===============	0/0	100	100	resfinder	LN623525	erm(44)v	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_037199755.2.fna	NZ_CP159797.1	39080	41086	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_037199755.2.fna	NZ_CP159799.1	1861	2655	+	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_037199755.2.fna	NZ_CP159799.1	8049	8936	+	blaZ_79	1-888/888	===============	0/0	100	99.89	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_037199755.2.fna	NZ_CP159799.1	19879	20778	-	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_037199755.2.fna	NZ_CP159799.1	20877	22343	-	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_964057135.1.fna	NZ_OZ059820.1	803078	805084	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_964057135.1.fna	NZ_OZ059820.1	1906407	1906898	+	dfrK_2	1-492/492	===============	0/0	100	100	resfinder	FN677369	dfrK	Trimethoprim
fasta_files/GCF_964057135.1.fna	NZ_OZ059820.1	2712122	2714041	+	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_964057135.1.fna	NZ_OZ059820.1	2922666	2923553	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_964057135.1.fna	NZ_OZ059820.1	2925972	2927411	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_025559225.1.fna	NZ_CP094762.1	1	1105	+	tet(K)_1	276-1380/1380	...============	0/0	80.07	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_023658665.1.fna	NZ_CP094664.1	6140	7039	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	49478	50365	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	1713186	1714073	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	1734562	1735203	-	fusB_1	1-642/642	===============	0/0	100	100	resfinder	AY373761	fusB	Fusidic_acid
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	1809572	1811011	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	2589212	2589640	-	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	2746404	2748410	+	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045939955.1.fna	NZ_CP064606.1	2751853	2752623	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_045939955.1.fna	NZ_CP064607.1	1385	2119	+	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_034043275.1.fna	NZ_CP120045.1	26233	27120	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_048595685.1.fna	NZ_CP168017.1	854881	855612	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_048595685.1.fna	NZ_CP168017.1	855738	856520	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_048595685.1.fna	NZ_CP168017.1	1749267	1749998	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_048595685.1.fna	NZ_CP168017.1	1750124	1750906	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_048595685.1.fna	NZ_CP168017.1	1866541	1867428	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_016455105.1.fna	NZ_CP066706.1	2421724	2422610	-	blaZ_78	1-888/888	========/======	1-Jan	99.89	99.55	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022405295.1.fna	NZ_CP062360.1	1955394	1956281	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_048627565.1.fna	NZ_CP184541.1	46969	48975	-	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_048627565.1.fna	NZ_CP184541.1	58375	59754	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_048627565.1.fna	NZ_CP184541.1	192559	193289	+	erm(A)_1	1-731/732	===============	0/0	99.86	87.83	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_048627565.1.fna	NZ_CP184541.1	193416	194197	-	ant(9)-Ia_1	1-783/783	========/======	1-Jan	99.87	97.19	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_048627565.1.fna	NZ_CP184541.1	1707116	1707846	+	erm(A)_1	1-731/732	===============	0/0	99.86	87.83	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_048627565.1.fna	NZ_CP184541.1	1707973	1708755	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	97.32	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_048627565.1.fna	NZ_CP184542.1	1	846	+	blaZ_7	1-846/846	===============	0/0	100	100	resfinder	AP004832	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	998402	1000408	-	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	1012391	1013770	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	1023642	1024139	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	1026881	1027768	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	1983945	1985864	-	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	2735627	2737201	-	vga(E)_1	1-1575/1575	===============	0/0	100	100	resfinder	FR772051	vga(E)	Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	2740610	2741341	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_900324245.1.fna	NZ_LT992461.1	2741467	2742249	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009912375.1.fna	NZ_CP047829.1	10168	11055	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
